0,1,"('Season', 'Season')","('Season title', 'Season title')","('Episodes', 'Episodes')","('Episodes', 'Episodes.1')","('Originally released', 'First released')","('Originally released', 'Last released')",Orig.,4Kids,No. in season,4Kids title Original Japanese & Funimation titles[14],Directed by,Written by,Rank[n 1] Rating,Original release date,English air date,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,4Kids title Original Japanese & Funimation titles[111],4Kids title/Funimation title Original Japanese title,4Kids title / Funimation title Original Japanese title,Unnamed: 8,4Kids title / Funimation title Original Japanese title[264],No. overall,Title [264],English air date [n 10],Unnamed: 7,Title,English air date [n 12],English air date [n 13],No.,Unnamed: 3,Volume,Volume.1,Volume.2,Episodes,Release date,Ref.,"('Volume', 'Volume')","('Volume', 'Volume.1')","('Volume', 'Volume.2')","('Release date', 'USA')","('Release date', 'Australia')","('ISBN', 'ISBN')","('Ref.', 'Ref.')","('Release date', 'UK')",vteOne Piece by Eiichiro Oda,vteOne Piece by Eiichiro Oda.1,vteOne Piece by Eiichiro Oda.2
,,,,,,,,,,22,,Directed by : Junichi Fujise Storyboarded by : Kenji Yokoyama,Junki Takegami,,"August 24, 2003",,,,,,,,,,,165,"""Jaya, City of Gold in the Sky! Head for God's Shrine!"" Transliteration: ""Tenkū no ōgonkyō Jaya! Mezase kami no yashiro"" (Japanese: 天空の黄金卿ジャヤ!目指せ神の社!)","March 1, 2008[340]",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,23,,Yoko Ikeda,Junki Takegami,,"September 7, 2003",,,,,,,,,,,166,"""Festival on the Night Before Gold-Hunting! Feelings for ""Vearth!"""" Transliteration: ""ōgon zenya matsuri! Vāsu e no omoi!"" (Japanese: 黄金前夜祭!「ヴァース」への想い!)","March 8, 2008[341]",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,24,,Shigeyasu Yamauchi,Yoshiyuki Suga,,"September 21, 2003",,,,,,,,,,,167,"""Enter God Eneru! Farewell to the Survivors!"" Transliteration: ""Goddo Eneru tōjō!! Ikinokori e no ōpādo"" (Japanese: 神·エネル登場!!生き残りへの夜明曲)","March 15, 2008[342][343]",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,25,,Hiroyuki Kakudō,Yoshiyuki Suga,,"October 12, 2003[344]",,,,,,,,,,,168,"""A Giant Snake Bares Its Fangs! The Survival Game Begins!"" Transliteration: ""Kiba muku ōhebi! Tsui ni hajimaru sabaibaru gēmu"" (Japanese: 牙むく大蛇!遂に始まる生き残り合戦)","November 3, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26,,Munehisa Sakai,Junki Takegami,,"October 19, 2003",,,,,,,,,,,169,"""The Deadly Reject! War Demon Wyper's Resolve!"" Transliteration: ""Sutemi no haigeki! Senki Waipā no kakugo"" (Japanese: 捨身の排撃!!「戦鬼」ワイパーの覚悟)","November 4, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27,,Ken Koyama,Junki Takegami,,"October 19, 2003",,,,,,,,,,,170,"""Fierce Mid-Air Battle! Pirate Zoro vs. Warrior Braham!"" Transliteration: ""Kūchū no gekisen! Kaizoku Zoro VS Senshi Burahamu"" (Japanese: 空中の激戦!海賊ゾロVS戦士ブラハム)","November 5, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,28,,Katsumi Tokoro,Yoshiyuki Suga,,"October 26, 2003",,,,,,,,,,,171,"""The Roaring Burn Bazooka!! Pirate Luffy vs. War Demon Wyper!"" Transliteration: ""Unaru nenshōhō!! Rufi vs senki Waipā"" (Japanese: 唸る燃焼砲!!ルフィVS戦鬼ワイパー闘)","November 6, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,29,,Hidehiko Kadota,Yoshiyuki Suga,,"November 2, 2003",,,,,,,,,,,172,"""The Ordeal of Swamp! Chopper vs Sky Punk Gedatsu!"" Transliteration: ""Numa no shiren! Choppā VS Shinkan Gedatsu!!"" (Japanese: 沼の試練!チョッパーVS神官ゲダツ!!)","November 7, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Sky Island ~ The Golden Bell,,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,,Sky Island ~ The Golden Bell,,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,,,,Sky Island ~ The Golden Bell,,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,Sky Island ~ The Golden Bell,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,30,,Kōnosuke Uda,Junki Takegami,,"November 9, 2003",,,,,,,,,,,173,"""Unbeatable Powers! Eneru's True Form is Revealed!"" Transliteration: ""Muteki no nōryoku! Akasareru Eneru no shōtai"" (Japanese: 無敵の能力!明かされるエネルの正体)","November 10, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,31,,Directed by : Yoko Ikeda Storyboarded by : Kenji Yokoyama,Junki Takegami,,"November 16, 2003",,,,,,,,,,,174,"""A Mystical City! The Grand Ruins of Shandora!"" Transliteration: ""Maboroshi no to! Yūdai naru Shandora no iseki!!"" (Japanese: 幻の都!雄大なるシャンドラの遺跡!!)","November 11, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,32,,Junichi Fujise,Junki Takegami,,"December 21, 2003",,,,,,,,,,,175,"""0% Survival Rate! Chopper vs. Ohm, the Sword Wielding Priest!"" Transliteration: ""Seisonritsu 0%!! Choppā VS shinkan Ōmu"" (Japanese: 生存率0%!!チョッパーVS神官オーム)","November 12, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,33,,Munehisa Sakai,Michiru Shimada,,"January 11, 2004",,,,,,,,,,,176,"""Climb Giant Jack! Deadly Combat in the Upper Ruins!"" Transliteration: ""Kyodai mame tsuru o nobore!! Jōsō iseki no shitō"" (Japanese: 巨大豆蔓""を登れ!!上層遺跡の死闘)","November 13, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,34,,Ken Koyama,Michiru Shimada,,"January 18, 2004",,,,,,,,,,,177,"""The Ordeal of Iron! White Barbed Death Match!"" Transliteration: ""Tetsu no shiren no shinkocchō! Shiroibara Desumacchi!!"" (Japanese: 鉄の試練の真骨頂!白荊デスマッチ!!)","November 14, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,35,,Hidehiko Kadota,Michiru Shimada,,"January 25, 2004",,,,,,,,,,,178,"""Bursting Slash! Zoro vs Ohm!"" Transliteration: ""Hotobashiru Zangeki! Zoro VS shinkan Ōmu!!"" (Japanese: ほとばしる斬撃!ゾロVS神官オーム!!)","November 17, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,36,,Katsumi Tokoro,Michiru Shimada,,"February 1, 2004",,,,,,,,,,,179,"""Collapsing Upper Ruins! The Quintet for the Finale!"" Transliteration: ""Kuzure yuku jōsō iseki! Fināre e no kuintetto"" (Japanese: 崩れゆく上層遺跡!終曲への五重奏!!)","November 18, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,37,,Yukio Kaizawa,Junki Takegami,,"February 8, 2004[345]",,,,,,,,,,,180,"""Showdown in the Ancient Ruins! Sky God Eneru's Goal!"" Transliteration: ""Kodai iseki no taiketsu! Goddo Eneru no mokuteki"" (Japanese: 古代遺跡の対決!神·エネルの目的)","November 19, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,38,,Yoko Ikeda,Junki Takegami,,"February 15, 2004",,,,,,,,,,,181,"""Ambition Towards the Endless Vearth! The Ark Maxim!"" Transliteration: ""Kagirinai daichi e no yabō hakobune Makushimu"" (Japanese: 限りない大地への野望方舟マクシム!!)","November 20, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,39,,Kōnosuke Uda,Junki Takegami,,"February 22, 2004",,,,,,,,,,,182,"""They Finally Clash! Pirate Luffy vs God Eneru!"" Transliteration: ""Tsui ni gekitotsu! Kaizoku Rufi VS Goddo Eneru!!"" (Japanese: 遂に激突!海賊ルフィVS神·エネル!!)","November 21, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,40,,Takahiro Imamura,Michiru Shimada,,"February 29, 2004",,,,,,,,,,,183,"""Maxim Surfaces! Deathpiea is Activated!"" Transliteration: ""Makushimu ujō! Ugokihajimeta Desupia!!"" (Japanese: マクシム浮上!動き始めたデスピア!!)","November 24, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,41,,Ken Koyama,Michiru Shimada,,"March 7, 2004",,,,,,,,,,,184,"""Luffy Falls! Eneru's Judgement and Nami's Wish!"" Transliteration: ""Rufi rakuka! Kami no sabaki to Nami no nozomi!!"" (Japanese: ルフィ落下!神の裁きとナミの望み!!)","November 25, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,42,,Munehisa Sakai,Michiru Shimada,,"March 14, 2004",,,,,,,,,,,185,"""The Two Awaken! On the Front Lines of the Burning Love Rescue!"" Transliteration: ""Mesameta futari! Moeru koi no kyūshutsu zensen!!"" (Japanese: 目覚めた二人!燃える恋の救出前線!!)","November 26, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,43,,Hidehiko Kadota,Hirohiko Kamisaka,,"March 21, 2004",,,,,,,,,,,186,"""Capriccio for Despair! The Impending Doom of Sky Island!"" Transliteration: ""Zetsubō e no kyōsōkyoku hakari kuru sorajima no shōmetsu!!"" (Japanese: 絶望への狂想曲迫り来る空島の消滅!!)","November 27, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,44,,Hiroyuki Kakudō,Hirohiko Kamisaka,,"March 28, 2004",,,,,,,,,,,187,"""Led by a Bell's Sound! Tale of the Great Warrior and the Explorer!"" Transliteration: ""Kane no oto no michibiki! Daisenshi to shinkenka no monogatari"" (Japanese: 鐘の音の導き!大戦士と探検家の物語)","November 28, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,45,,Takahiro Imamura,Hirohiko Kamisaka,,"March 28, 2004",,,,,,,,,,,188,"""Free From the Spell! The Great Warrior Sheds Tears!"" Transliteration: ""Jubaku kara no kaihō! Daisenshi ga nagashita namida!!"" (Japanese: 呪縛からの解放!大戦士が流した涙!!)","December 30, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,46,,Katsumi Tokoro,Hirohiko Kamisaka,,"April 4, 2004",,,,,,,,,,,189,"""Eternal Friends! The Vowed Bell Echoes Across the Mighty Seas!"" Transliteration: ""Eien no shinyū! Daikaigen ni hibiku chikai no kane"" (Japanese: 永遠の親友!大海原に響く誓いの鐘)","December 31, 2008",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,47,,Ken Koyama,Hirohiko Kamisaka,,"April 25, 2004",,,,,,,,,,,190,"""Angel Island, Obliterated! The Horror of The Raigo's Advent!!"" Transliteration: ""Enjerushima shōmetsu! Raigō kōrin no kyōfu!"" (Japanese: エンジェル島消滅!雷迎降臨の恐怖!!)","January 2, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,48,,Yoko Ikeda,Hirohiko Kamisaka,,"May 2, 2004",,,,,,,,,,,191,"""Knock Over Giant Jack! Last Hope for Escape!"" Transliteration: ""Kyodai mame tsuru o taose! Dasshutsu e no saigō no nozomi"" (Japanese: 巨大豆蔓を倒せ!脱出への最後の望み)","January 5, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,49,,Hidehiko Kadota,Hirohiko Kamisaka,,"May 9, 2004",,,,,,,,,,,192,"""Miracle on Skypiea! The Love Song Heard in the Clouds!"" Transliteration: ""Kami no kuni no kiseki! Tenshi ni todoita rabusongu"" (Japanese: 神の国の奇跡!天使に届いた島の歌声)","January 6, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,50,,Hiroyuki Kakudō,Hirohiko Kamisaka,,"May 23, 2004",,,,,,,,,,,193,"""The Battle Ends! Proud Fantasia Echoes Far!"" Transliteration: ""Tatakai no shūen! Tōku hibiku hokori takaki gensōkyoku"" (Japanese: 戦いの終焉!遠く響く誇り高き幻想曲)","January 7, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,51,,Junichi Fujise,Hirohiko Kamisaka,,"June 6, 2004[346]",,,,,,,,,,,194,"""I Made it Here! The Yarn the Poneglyphs Spin!"" Transliteration: ""Ware koko ni itaru! Rekishi no honbun ga tsumugu mono"" (Japanese: 我ここに至る!歴史の本文が紡ぐもの)","January 8, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,52,,Munehisa Sakai,Hirohiko Kamisaka,,"June 13, 2004[347]",,,,,,,,,,,195,"""Off to the Blue Sea!! A Heartfelt Finale!"" Transliteration: ""Iza seikai e!! Omoi ga shibarinasu saishū gakushō"" (Japanese: いざ青海へ!!想いが織りなす最終楽章)","January 9, 2009",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,G-8,,G-8,G-8,,G-8,,G-8,G-8,G-8,G-8,,,,G-8,,G-8,,,G-8,G-8,G-8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,Takahiro Imamura,Hirohiko Kamisaka,,"June 20, 2004[348]",,,,,,,,,,,196,,,,"""A State of Emergency is Issued! A Notorious Pirate Ship has Infiltrated!"" Transliteration: ""Hijō Jitai Hatsumei! Akumei Takaki Kaizokusen Sennyū"" (Japanese: 非常事態発令!悪名高き海賊船潜入!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,Ken Koyama,Michiru Shimada,,"July 4, 2004[349]",,,,,,,,,,,197,,,,"""Sanji the Cook! Proving His Merit at the Marine Dining Hall!"" Transliteration: ""Ryōrinin Sanji! Kaigun Shokudō de Shinka Hakki!"" (Japanese: 料理人サンジ!海軍食堂で真価発揮!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3,,Hiroyuki Kakudō,Junki Takegami,,"July 11, 2004[350]",,,,,,,,,,,198,,,,"""Captured Zoro! Chopper's Emergency Operations!"" Transliteration: ""Towareta Zoro to Choppā Kinkyū Shittō"" (Japanese: 囚われたゾロとチョッパー緊急執刀!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4,,Mamoru Hosoda,Yoshiyuki Suga,,"July 18, 2004[351]",,,,,,,,,,,199,,,,"""The Marines Dragnet Closes In! The Second Member Captured!"" Transliteration: ""Hakaru Kaigun no Sōsamō! Towareta Futarime!"" (Japanese: 迫る海軍の捜査網!囚われた二人目!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,Munehisa Sakai,Hirohiko Kamisaka,,"August 8, 2004[352]",,,,,,,,,,,200,,,,"""Luffy and Sanji's Daring Rescue Mission!"" Transliteration: ""Kesshi no Rufi to Sanji! Kūshutsu Daisakusen!"" (Japanese: 決死のルフィとサンジ!救出大作戦!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,6,,Hidehiko Kadota,Michiru Shimada,,"September 5, 2004[353]",,,,,,,,,,,201,,,,"""Enter the Hot-Blooded Special Forces! Battle on the Bridge!"" Transliteration: ""Netsuketsu Tokubetsu Butai Sansen! Burijji Kōbōsen!"" (Japanese: 熱血特別部隊参戦!ブリッジ攻防戦!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,,Kōnosuke Uda,Yoshiyuki Suga,,"September 19, 2004[354]",,,,,,,,,,,202,,,,"""Breaking Through the Siege! The Going Merry is Recovered!"" Transliteration: ""Hōimō Toppa! Dakkan Gōingu Merī-gō"" (Japanese: 包囲網突破!奪還ゴーイングメリー号)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,,Hiroyuki Kakudō,Junki Takegami,,"September 26, 2004",,,,,,,,,,,203,,,,"""The Pirate Ship Disappears! Fortress Battle, Round #2!"" Transliteration: ""Kieta Kaizokusen! Yōsai Kōbō Dai 2 Raundo"" (Japanese: 消えた海賊船!要塞攻防第2ラウンド)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,9,,Katsumi Tokoro,Hirohiko Kamisaka,,"October 3, 2004",,,,,,,,,,,204,,,,"""The Gold and Waver Recovery Operations!"" Transliteration: ""Ōgon Dakkan Sakusen to Ueibā Kaishū Sakusen!"" (Japanese: 黄金奪還作戦とウエイバー回収作戦!)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,10,,Ken Koyama,Yoshiyuki Suga,,"October 3, 2004",,,,,,,,,,,205,,,,"""The One Fell Swoop Plan! Jonathan's Surefire Secret Tactic!"" Transliteration: ""Ichimōdajin Keikaku! Jonasan Jishin no Hisaku!"" (Japanese: 一網打尽計画!ジョナサン自信の秘策)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,11,,Takahiro Imamura,Junki Takegami,,"October 10, 2004[355]",,,,,,,,,,,206,,,,"""Farewell, Marine Fortress! The Last Battle for Escape!"" Transliteration: ""Saraba Kaigun Yōsai! Dasshutsu e no Saigō no Kōbō"" (Japanese: さらば海軍要塞!脱出への最後の攻防)",—,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Long Ring Long Land,,Long Ring Long Land,Long Ring Long Land,,Long Ring Long Land,,Long Ring Long Land,Long Ring Long Land,Long Ring Long Land,Long Ring Long Land,,,,Long Ring Long Land,,Long Ring Long Land,,,Long Ring Long Land,Long Ring Long Land,Long Ring Long Land,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,12,,Directed by : Junichi Fujise Storyboarded by : Kenji Yokoyama,Hirohiko Kamisaka,,"October 31, 2004[356]",,,,,,,,,,,207,,,,"""Great Adventure in Long Ring Long Land!"" Transliteration: ""Rongu Ringu Rongu Rando no Daibōken!"" (Japanese: ロングリングロングランドの大冒険!)","May 19, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,13,,Hiroyuki Kakudō,Hirohiko Kamisaka,,"November 7, 2004",,,,,,,,,,,208,,,,"""A Davy Back with the Foxy Pirates!"" Transliteration: ""Fokushī Kaizokudan to Dēbī Bakku!"" (Japanese: フォクシー海賊団とデービーバック!)","May 26, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,14,,Hidehiko Kadota,Hirohiko Kamisaka,,"November 14, 2004",,,,,,,,,,,209,,,,"""Round 1! One Lap of the Donut Race!"" Transliteration: ""Dai Ikkaisen! Gururi Ishū Dōnatsu Rēsu"" (Japanese: 第一回戦!ぐるり一周ドーナツレース)","June 2, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,15,,Ken Koyama,Hirohiko Kamisaka,,"November 21, 2004[357]",,,,,,,,,,,210,,,,"""Silver Fox Foxy! The Merciless Interference!"" Transliteration: ""Gin Gitsune no Fokushī! Mōretsu Bōgai Kōsei!"" (Japanese: 銀ギツネのフォクシー!猛烈妨害攻勢)","June 9, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,16,,Takahiro Imamura,Junki Takegami,,"November 28, 2004[358]",,,,,,,,,,,211,,,,"""Round 2! Shoot It into the Groggy Ring!"" Transliteration: ""Dai Ni Kaisen! Buchikome Gurokkī Ringu!"" (Japanese: 第二回戦!ブチ込めグロッキーリング)","June 16, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,17,,Katsumi Tokoro,Junki Takegami,,"December 5, 2004[359]",,,,,,,,,,,212,,,,"""A Barrage of Red Cards in Groggy Ring!"" Transliteration: ""Reddo Kādo Renpatsu! Gurokkī Ringu"" (Japanese: レッドカード連発!グロッキーリング)","June 23, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,18,,Munehisa Sakai,Hirohiko Kamisaka,,"December 12, 2004[360]",,,,,,,,,,,213,,,,"""Round 3! The Round-and-Round Roller Race!"" Transliteration: ""Daisan Kaisen! Guruguru Rōrā Rēsu!"" (Japanese: 第三回戦!ぐるぐるローラーレース!)","June 30, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,19,,Hiroyuki Kakudō,Hirohiko Kamisaka,,"December 19, 2004[361]",,,,,,,,,,,214,,,,"""A Seriously Heated Race! Into the Final Round!"" Transliteration: ""Hakunetsu Bakusō Rēsu! Saishū Raundo Totsunyū"" (Japanese: 白熱爆走レース!最終ラウンド突入!)","July 7, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,20,,Ken Koyama,Hirohiko Kamisaka,,"January 9, 2005[362]",,,,,,,,,,,215,,,,"""Screaming-Hot Bombardment! Pirate Dodgeball!"" Transliteration: ""Unaru Netsukyū Gōkyu! Kaizoku Dojjibōru!"" (Japanese: うなる熱球剛球! 海賊ドッジボール!)","July 14, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,21,,Hidehiko Kadota,Yoshiyuki Suga,,"January 9, 2005[362]",,,,,,,,,,,216,,,,"""Showdown on the Cliff! Red Light, Green Light!"" Transliteration: ""Dangai no Kessen! Daruma-san ga Koronda!"" (Japanese: 断崖の決戦!だるまさんがころんだ!)","July 21, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,22,,Yoko Ikeda,Hirohiko Kamisaka,,"January 16, 2005[363]",,,,,,,,,,,217,,,,"""The Captains Square Off! The Final Combat Round!"" Transliteration: ""Kyaputen Taiketsu! Saishūsen Konbatto!"" (Japanese: キャプテン対決!最終戦コンバット!)","July 28, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,23,,Hiroyuki Kakudō,Hirohiko Kamisaka,,"January 23, 2005[363]",,,,,,,,,,,218,,,,"""Full-Blast Slow-Slow Onslaught Vs. Invulnerable Luffy!"" Transliteration: ""Zenkai Noro Noro Kōgeki vs Fujimi no Rufi"" (Japanese: 全開ノロノロ攻撃VS不死身のルフィ)","August 4, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,24,,Takahiro Imamura,Hirohiko Kamisaka,,"January 30, 2005[363]",,,,,,,,,,,219,,,,"""Epic, Heated Combat! The Fateful Final Conclusion!"" Transliteration: ""Sōzetsu Nettō Konbatto! Unmei no Saishū Ketchaku!"" (Japanese: 壮絶熱闘コンバット!運命の最終決着)","August 11, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ocean's Dream,,Ocean's Dream,Ocean's Dream,,Ocean's Dream,,Ocean's Dream,Ocean's Dream,Ocean's Dream,Ocean's Dream,,,,Ocean's Dream,,Ocean's Dream,,,Ocean's Dream,Ocean's Dream,Ocean's Dream,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,25,,Munehisa Sakai,Junki Takegami,,"February 6, 2005[363]",,,,,,,,,,,220,,,,"""Was It Lost? Stolen? Who Are You?"" Transliteration: ""Ushinatta? Ubawareta? Omae wa Dare da?"" (Japanese: 失った?奪われた?おまえはだれだ?)","August 18, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,26,,Katsumi Tokoro,Hirohiko Kamisaka,,"February 13, 2005[363]",,,,,,,,,,,221,,,,"""A Mysterious Boy With a Horn and Robin's Deduction!"" Transliteration: ""Fude o Daita Nazo no Shōnen to Robin no Suiri!"" (Japanese: 笛を抱いた謎の少年とロビンの推理!)","August 25, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,27,,Ken Koyama,Yoshiyuki Suga,,"February 20, 2005[363]",,,,,,,,,,,222,,,,"""Now, Let's Get Back Our Memories! The Pirate Crew Lands On the Island!"" Transliteration: ""Iza Kioku o Dakkan seyo! Kaizokudan Shima ni Jōriku"" (Japanese: いざ記憶を奪還せよ!海賊団島に上陸)","September 8, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,28,,Hidehiko Kadota,Junki Takegami,,"February 27, 2005[363]",,,,,,,,,,,223,,,,"""Zoro Bares His Fangs! A Savage Animal Stands in the Way!"" Transliteration: ""Kiba o Muku Zoro! Tachihadakatta Yajū"" (Japanese: 牙をむくゾロ!立ちはだかった野獣!)","September 15, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,29,,Takahiro Imamura,Hirohiko Kamisaka,,"March 6, 2005[363]",,,,,,,,,,,224,,,,"""The Last Counterattack by the Memory Thief Who Reveals His True Colors!"" Transliteration: ""Honsei o Arawashita Kioku Dorobō no Saigo no Gyakushū"" (Japanese: 本性を現した記憶泥棒の最後の逆襲!)","September 22, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Foxy's Return,,Foxy's Return,Foxy's Return,,Foxy's Return,,Foxy's Return,Foxy's Return,Foxy's Return,Foxy's Return,,,,Foxy's Return,,Foxy's Return,,,Foxy's Return,Foxy's Return,Foxy's Return,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,30,,Yoko Ikeda,Yoshiyuki Suga,,"March 13, 2005[363]",,,,,,,,,,,225,,,,"""Proud Man! Silver Fox Foxy!"" Transliteration: ""Hokori Takaki Otoko! Gin Gitsune no Fokushī"" (Japanese: 誇り高き男!銀ギツネのフォクシー)","September 29, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,31,,Directed by : Katsumi Tokoro Storyboarded by : Eisaku Inoue,Yoshiyuki Suga,,"March 20, 2005[363]",,,,,,,,,,,226,,,,"""The Guy Who’s the Closest to Invincible? And the Most Dangerous Man!"" Transliteration: ""Mottomo Muteki ni Chikai Yatsu? To Mottomo Kiken na Otoko!"" (Japanese: 最も無敵に近い奴?と最も危険な男!)","October 6, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,32,,Directed by : Hidehiko Kadota Storyboarded by : Kenji Yokoyama,Yoshiyuki Suga,,"March 27, 2005[364]",,,,,,,,,,,227,,,,"""Navy Headquarters Admiral Aokiji! The Ferocity of an Ultimate Powerhouse!"" Transliteration: ""Kaigun Hombu Taishō Aokiji! Saikō Senryoku no Kyōi"" (Japanese: 海軍本部大将青キジ!最高戦力の脅威)","October 13, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,33,,Directed by : Yoko Ikeda Storyboarded by : Eisaku Inoue,Hirohiko Kamisaka,,"March 27, 2005[364]",,,,,,,,,,,228,,,,"""Duel Between Rubber and Ice! Luffy vs. Aokiji!"" Transliteration: ""Gomu to Koori no Ikkiuchi! Rufi VS Aokiji!"" (Japanese: ゴムと氷の一騎打ち!ルフィVS青キジ)","October 20, 2013",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,Directed by : Munehisa Sakai Storyboarded by : Kenji Yokoyama,Hirohiko Kamisaka,,"April 17, 2005[365][366]",,,,,,,,,,,229,,,,"""The Dashing Sea Train and the City of Water: Water Seven!"" Transliteration: ""Shissō umi ressha to mizu no miyako Uōtā Seven"" (Japanese: 疾走海列車と水の都ウォーターセブン)",,"October 27, 2013",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,Directed by : Kōnosuke Uda Storyboarded by : Takahiro Imamura,Hirohiko Kamisaka,,"April 24, 2005[367][368]",,,,,,,,,,,230,,,,"""Adventure in the City on the Water! Head to the Mammoth Shipbuilding Plant!"" Transliteration: ""Suijō toshi no bōken! Mezase kyodai sōsen kōjō"" (Japanese: 水上都市の冒険!目指せ巨大造船工場)",,"November 3, 2013",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3,,Yoshio Mukainakano,Hirohiko Kamisaka,,"May 1, 2005[369]",,,,,,,,,,,231,,,,"""The Franky Family and Iceberg!"" Transliteration: ""Furankī ikka to Aisubāgu-san"" (Japanese: フランキー一家とアイスバーグさん)",,"November 10, 2013",,,,,,,,,,,,,,,,,,,
